DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202309;2;AC;49906;BB;140;1418395,99
202309;2;AC;10045;BRADESCO;15;83829,79
202309;2;AC;49944;BTG PACTUAL;7;37788,79
202309;2;AC;51626;CAIXA ECONÔMICA FEDERAL;81;246145,92
202309;2;AC;51884;INTER;4;12306,86
202309;2;AC;10069;ITAU;144;316331,72
202309;2;AC;30379;SANTANDER;232;1024530,13
202309;2;AC;51011;VOTORANTIM;16;63205,99
202309;2;AL;49906;BB;363;1913928,14
202309;2;AL;13009717;BCO DO EST. DE SE S.A.;1;3362,67
202309;2;AL;10045;BRADESCO;108;511735,61
202309;2;AL;49944;BTG PACTUAL;21;132834,28
202309;2;AL;51626;CAIXA ECONÔMICA FEDERAL;312;693197,85
202309;2;AL;51884;INTER;35;134651,20
202309;2;AL;10069;ITAU;1357;2958332,86
202309;2;AL;30379;SANTANDER;1256;4855449,83
202309;2;AL;51011;VOTORANTIM;48;148710,10
202309;2;AM;49906;BB;307;2449508,28
202309;2;AM;10045;BRADESCO;369;2492521,54
202309;2;AM;49944;BTG PACTUAL;21;153686,00
202309;2;AM;51626;CAIXA ECONÔMICA FEDERAL;218;438181,32
202309;2;AM;51884;INTER;22;74837,60
202309;2;AM;10069;ITAU;1307;3177249,70
202309;2;AM;30379;SANTANDER;2019;8371789,23
202309;2;AM;51011;VOTORANTIM;63;613296,71
202309;2;AP;49906;BB;223;2058233,10
202309;2;AP;10045;BRADESCO;18;187564,28
202309;2;AP;49944;BTG PACTUAL;7;36848,42
202309;2;AP;51626;CAIXA ECONÔMICA FEDERAL;66;150355,33
202309;2;AP;51884;INTER;14;48998,53
202309;2;AP;10069;ITAU;204;470889,49
202309;2;AP;30379;SANTANDER;407;1472417,07
202309;2;AP;51011;VOTORANTIM;11;59548,56
202309;2;BA;49906;BB;1535;11128627,49
202309;2;BA;10045;BRADESCO;680;3678942,34
202309;2;BA;49944;BTG PACTUAL;76;355683,91
202309;2;BA;51626;CAIXA ECONÔMICA FEDERAL;1195;2069185,00
202309;2;BA;51884;INTER;129;557565,26
202309;2;BA;10069;ITAU;6907;15390910,55
202309;2;BA;30379;SANTANDER;8120;29227847,64
202309;2;BA;51011;VOTORANTIM;192;1307913,99
202309;2;CE;49906;BB;973;6978990,71
202309;2;CE;10045;BRADESCO;433;2999572,06
202309;2;CE;49944;BTG PACTUAL;42;177031,25
202309;2;CE;51626;CAIXA ECONÔMICA FEDERAL;710;1299168,26
202309;2;CE;51884;INTER;77;376253,75
202309;2;CE;10069;ITAU;4056;8991571,51
202309;2;CE;30379;SANTANDER;4300;17235541,52
202309;2;CE;51011;VOTORANTIM;160;798643,76
202309;2;DF;49906;BB;399;4219099,63
202309;2;DF;10045;BRADESCO;169;911548,15
202309;2;DF;49944;BTG PACTUAL;35;217515,46
202309;2;DF;51626;CAIXA ECONÔMICA FEDERAL;447;1052877,31
202309;2;DF;51884;INTER;59;365436,86
202309;2;DF;10069;ITAU;2256;6198897,81
202309;2;DF;30379;SANTANDER;2498;14424055,15
202309;2;DF;51011;VOTORANTIM;76;438952,88
202309;2;ES;49906;BB;292;1968526,87
202309;2;ES;10045;BRADESCO;152;1048216,27
202309;2;ES;49944;BTG PACTUAL;15;42593,50
202309;2;ES;51626;CAIXA ECONÔMICA FEDERAL;361;705873,54
202309;2;ES;51884;INTER;53;234107,98
202309;2;ES;10069;ITAU;1514;3544027,97
202309;2;ES;30379;SANTANDER;2091;8678068,91
202309;2;ES;51011;VOTORANTIM;93;530402,84
202309;2;GO;49906;BB;664;4597277,86
202309;2;GO;10045;BRADESCO;323;2082691,70
202309;2;GO;49944;BTG PACTUAL;42;238775,52
202309;2;GO;51626;CAIXA ECONÔMICA FEDERAL;1072;2124375,80
202309;2;GO;51884;INTER;73;334468,97
202309;2;GO;10069;ITAU;4001;9626923,83
202309;2;GO;30379;SANTANDER;3757;15870653,00
202309;2;GO;51011;VOTORANTIM;171;1150371,15
202309;2;MA;49906;BB;1084;7583238,46
202309;2;MA;10045;BRADESCO;247;1231867,91
202309;2;MA;49944;BTG PACTUAL;25;215612,95
202309;2;MA;51626;CAIXA ECONÔMICA FEDERAL;320;541462,39
202309;2;MA;51884;INTER;28;122086,39
202309;2;MA;10069;ITAU;1403;3073625,30
202309;2;MA;30379;SANTANDER;1938;7340860,98
202309;2;MA;51011;VOTORANTIM;81;694436,73
202309;2;MG;49906;BB;1785;15719098,04
202309;2;MG;10045;BRADESCO;793;4457830,11
202309;2;MG;49944;BTG PACTUAL;109;681181,77
202309;2;MG;51626;CAIXA ECONÔMICA FEDERAL;1917;3218261,79
202309;2;MG;51884;INTER;328;1370597,18
202309;2;MG;10069;ITAU;11100;25799847,60
202309;2;MG;30379;SANTANDER;11124;47484864,58
202309;2;MG;51011;VOTORANTIM;554;2972363,93
202309;2;MS;49906;BB;478;3651703,07
202309;2;MS;10045;BRADESCO;255;1920002,83
202309;2;MS;49944;BTG PACTUAL;15;104457,44
202309;2;MS;51626;CAIXA ECONÔMICA FEDERAL;303;532865,20
202309;2;MS;51884;INTER;21;145094,22
202309;2;MS;10069;ITAU;1004;2467747,15
202309;2;MS;30379;SANTANDER;1805;8448529,49
202309;2;MS;51011;VOTORANTIM;150;1061853,40
202309;2;MT;49906;BB;539;4235340,95
202309;2;MT;10045;BRADESCO;201;1444357,42
202309;2;MT;49944;BTG PACTUAL;16;150234,67
202309;2;MT;51626;CAIXA ECONÔMICA FEDERAL;320;596696,67
202309;2;MT;51884;INTER;38;215852,55
202309;2;MT;10069;ITAU;1063;2628066,38
202309;2;MT;30379;SANTANDER;1526;8065149,00
202309;2;MT;51011;VOTORANTIM;117;854615,33
202309;2;PA;49906;BB;856;5938963,52
202309;2;PA;10045;BRADESCO;349;2230711,90
202309;2;PA;49944;BTG PACTUAL;37;328941,60
202309;2;PA;51626;CAIXA ECONÔMICA FEDERAL;528;866904,74
202309;2;PA;51884;INTER;53;166117,43
202309;2;PA;10069;ITAU;2215;4898194,86
202309;2;PA;30379;SANTANDER;2862;10629347,83
202309;2;PA;51011;VOTORANTIM;103;935395,94
202309;2;PB;49906;BB;505;3238684,09
202309;2;PB;10045;BRADESCO;192;954527,27
202309;2;PB;49944;BTG PACTUAL;29;66923,05
202309;2;PB;51626;CAIXA ECONÔMICA FEDERAL;309;577176,39
202309;2;PB;51884;INTER;32;103839,54
202309;2;PB;10069;ITAU;2121;5280749,44
202309;2;PB;30379;SANTANDER;1973;7766905,97
202309;2;PB;51011;VOTORANTIM;96;537513,08
202309;2;PE;49906;BB;774;4779539,68
202309;2;PE;10045;BRADESCO;482;3319105,38
202309;2;PE;49944;BTG PACTUAL;65;260209,44
202309;2;PE;51626;CAIXA ECONÔMICA FEDERAL;620;953956,07
202309;2;PE;51884;INTER;77;342226,45
202309;2;PE;10069;ITAU;5336;12142440,09
202309;2;PE;30379;SANTANDER;5601;23340178,07
202309;2;PE;51011;VOTORANTIM;134;752789,86
202309;2;PI;49906;BB;633;4203352,98
202309;2;PI;10045;BRADESCO;97;450542,18
202309;2;PI;49944;BTG PACTUAL;24;56535,62
202309;2;PI;51626;CAIXA ECONÔMICA FEDERAL;364;687492,63
202309;2;PI;51884;INTER;27;99953,35
202309;2;PI;10069;ITAU;1033;2059791,57
202309;2;PI;30379;SANTANDER;1070;4217813,79
202309;2;PI;51011;VOTORANTIM;56;331480,73
202309;2;PR;49906;BB;751;5272066,79
202309;2;PR;10045;BRADESCO;606;3707587,46
202309;2;PR;49944;BTG PACTUAL;80;688144,01
202309;2;PR;51626;CAIXA ECONÔMICA FEDERAL;1808;3986495,91
202309;2;PR;51884;INTER;106;490970,26
202309;2;PR;10069;ITAU;6900;18373799,54
202309;2;PR;30379;SANTANDER;6824;30223982,37
202309;2;PR;51011;VOTORANTIM;471;3112429,44
202309;2;RJ;49906;BB;1017;8237143,55
202309;2;RJ;13009717;BCO DO EST. DE SE S.A.;1;6162,61
202309;2;RJ;10045;BRADESCO;1402;9539150,12
202309;2;RJ;49944;BTG PACTUAL;147;903068,26
202309;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;1448;2604351,13
202309;2;RJ;51884;INTER;156;819773,96
202309;2;RJ;10069;ITAU;18186;42732363,54
202309;2;RJ;30379;SANTANDER;19826;89742923,28
202309;2;RJ;51011;VOTORANTIM;520;3482053,14
202309;2;RN;49906;BB;603;4659351,82
202309;2;RN;10045;BRADESCO;113;627074,49
202309;2;RN;49944;BTG PACTUAL;14;60528,93
202309;2;RN;51626;CAIXA ECONÔMICA FEDERAL;286;628503,55
202309;2;RN;51884;INTER;45;172322,86
202309;2;RN;10069;ITAU;1742;3845637,28
202309;2;RN;30379;SANTANDER;1755;7320896,02
202309;2;RN;51011;VOTORANTIM;91;442117,64
202309;2;RO;49906;BB;251;2971267,06
202309;2;RO;10045;BRADESCO;55;306068,65
202309;2;RO;49944;BTG PACTUAL;8;22097,62
202309;2;RO;51626;CAIXA ECONÔMICA FEDERAL;189;360081,86
202309;2;RO;51884;INTER;17;89880,38
202309;2;RO;10069;ITAU;343;885648,63
202309;2;RO;30379;SANTANDER;544;2833389,50
202309;2;RO;51011;VOTORANTIM;44;397045,38
202309;2;RR;49906;BB;139;1230805,17
202309;2;RR;10045;BRADESCO;15;128990,25
202309;2;RR;49944;BTG PACTUAL;4;13661,74
202309;2;RR;51626;CAIXA ECONÔMICA FEDERAL;56;147379,20
202309;2;RR;51884;INTER;5;44723,51
202309;2;RR;10069;ITAU;216;433073,86
202309;2;RR;30379;SANTANDER;306;813443,59
202309;2;RR;51011;VOTORANTIM;13;115647,06
202309;2;RS;49906;BB;690;4555144,25
202309;2;RS;10045;BRADESCO;286;1702925,03
202309;2;RS;49944;BTG PACTUAL;77;491758,08
202309;2;RS;51626;CAIXA ECONÔMICA FEDERAL;1742;3838467,05
202309;2;RS;51884;INTER;70;336269,06
202309;2;RS;10069;ITAU;4496;10106841,10
202309;2;RS;30379;SANTANDER;6257;25087196,18
202309;2;RS;51011;VOTORANTIM;314;1923797,55
202309;2;SC;49906;BB;700;5224154,60
202309;2;SC;10045;BRADESCO;294;2265196,53
202309;2;SC;49944;BTG PACTUAL;53;532260,69
202309;2;SC;51626;CAIXA ECONÔMICA FEDERAL;1119;2612825,58
202309;2;SC;51884;INTER;57;217159,84
202309;2;SC;10069;ITAU;3238;8092387,62
202309;2;SC;30379;SANTANDER;3540;15670806,31
202309;2;SC;51011;VOTORANTIM;354;2616491,07
202309;2;SE;49906;BB;233;1396925,16
202309;2;SE;13009717;BCO DO EST. DE SE S.A.;104;578089,76
202309;2;SE;10045;BRADESCO;58;219746,57
202309;2;SE;49944;BTG PACTUAL;9;34133,79
202309;2;SE;51626;CAIXA ECONÔMICA FEDERAL;215;312094,64
202309;2;SE;51884;INTER;11;80264,52
202309;2;SE;10069;ITAU;884;1917474,94
202309;2;SE;30379;SANTANDER;890;3365612,92
202309;2;SE;51011;VOTORANTIM;41;137712,82
202309;2;SP;49906;BB;3439;25220893,88
202309;2;SP;13009717;BCO DO EST. DE SE S.A.;2;10144,96
202309;2;SP;10045;BRADESCO;4184;25474642,89
202309;2;SP;49944;BTG PACTUAL;481;3240632,08
202309;2;SP;51626;CAIXA ECONÔMICA FEDERAL;4440;8266564,32
202309;2;SP;51884;INTER;587;2950358,72
202309;2;SP;10069;ITAU;41365;106935755,57
202309;2;SP;30379;SANTANDER;46391;214436397,20
202309;2;SP;51011;VOTORANTIM;2133;12332160,03
202309;2;TO;49906;BB;264;2177883,53
202309;2;TO;10045;BRADESCO;80;665578,73
202309;2;TO;49944;BTG PACTUAL;6;36191,19
202309;2;TO;51626;CAIXA ECONÔMICA FEDERAL;139;280314,04
202309;2;TO;51884;INTER;14;74673,71
202309;2;TO;10069;ITAU;273;501316,82
202309;2;TO;30379;SANTANDER;397;1486758,35
202309;2;TO;51011;VOTORANTIM;32;177195,75
202310;1;AC;51750;BANCO SICOOB;1;434,02
202310;1;AC;49906;BB;58;34550,72
202310;1;AC;30290;BMG;37;28745,90
202310;1;AC;10045;BRADESCO;24;12782,17
202310;1;AC;49944;BTG PACTUAL;66;52694,82
202310;1;AC;52072;C6 BANK;7;3372,69
202310;1;AC;51626;CAIXA ECONÔMICA FEDERAL;56;40733,02
202310;1;AC;51884;INTER;168;123332,14
202310;1;AC;10069;ITAU;23;18147,59
202310;1;AC;52058;NUBANK;373;233735,36
202310;1;AC;30379;SANTANDER;40;25853,03
202310;1;AC;3632872;SICOOB CREDISUL;2;3118,90
202310;1;AC;51011;VOTORANTIM;3;2978,62
202310;1;AL;51750;BANCO SICOOB;2;2103,80
202310;1;AL;49906;BB;118;66544,29
202310;1;AL;30290;BMG;169;140621,72
202310;1;AL;10045;BRADESCO;122;88031,11
202310;1;AL;49944;BTG PACTUAL;304;224381,49
202310;1;AL;52072;C6 BANK;37;20096,41
202310;1;AL;51626;CAIXA ECONÔMICA FEDERAL;187;106527,00
202310;1;AL;51884;INTER;736;545328,88
202310;1;AL;10069;ITAU;157;109350,47
202310;1;AL;52058;NUBANK;964;603613,46
202310;1;AL;30379;SANTANDER;110;78461,19
202310;1;AL;51011;VOTORANTIM;13;12748,86
202310;1;AM;51750;BANCO SICOOB;1;410,28
202310;1;AM;49906;BB;75;38216,78
202310;1;AM;30290;BMG;194;196336,71
202310;1;AM;10045;BRADESCO;416;301094,80
202310;1;AM;49944;BTG PACTUAL;435;341490,47
202310;1;AM;52072;C6 BANK;48;38976,37
202310;1;AM;51626;CAIXA ECONÔMICA FEDERAL;215;161028,29
202310;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1229,59
202310;1;AM;51884;INTER;944;762160,69
202310;1;AM;10069;ITAU;277;210187,72
202310;1;AM;52058;NUBANK;1663;1134071,42
202310;1;AM;30379;SANTANDER;255;173403,63
202310;1;AM;5203605;SICOOB AMAZÔNIA;1;242,13
202310;1;AM;51011;VOTORANTIM;12;6225,29
202310;1;AP;49906;BB;41;20219,79
202310;1;AP;30290;BMG;31;27033,28
202310;1;AP;10045;BRADESCO;27;20147,09
202310;1;AP;49944;BTG PACTUAL;60;48818,75
202310;1;AP;52072;C6 BANK;15;7823,60
202310;1;AP;51626;CAIXA ECONÔMICA FEDERAL;23;12487,90
202310;1;AP;51884;INTER;121;84460,81
202310;1;AP;10069;ITAU;30;18269,23
202310;1;AP;52058;NUBANK;253;141012,52
202310;1;AP;30379;SANTANDER;27;12747,58
202310;1;AP;51011;VOTORANTIM;1;1058,74
202310;1;BA;51750;BANCO SICOOB;5;2924,84
202310;1;BA;49906;BB;524;294976,90
202310;1;BA;30290;BMG;701;564513,25
202310;1;BA;10045;BRADESCO;947;617703,07
202310;1;BA;49944;BTG PACTUAL;1427;1092123,22
202310;1;BA;52072;C6 BANK;204;120589,71
202310;1;BA;51626;CAIXA ECONÔMICA FEDERAL;667;452871,86
202310;1;BA;4174720;CC SICOOB COOPEMAR;2;465,87
202310;1;BA;4321309;CC SICOOB CRED EXECUTIVO;1;496,42
202310;1;BA;2282165;CC SICOOB CREDICONQUISTA;1;973,13
202310;1;BA;2876918;CC SICOOB NORTE SUL;2;1241,14
202310;1;BA;51884;INTER;2884;2102841,95
202310;1;BA;10069;ITAU;728;551073,81
202310;1;BA;52058;NUBANK;4284;2658920,53
202310;1;BA;30379;SANTANDER;693;491244,75
202310;1;BA;73398646;SOC CC SICOOB COOPERE;4;3408,89
202310;1;BA;51011;VOTORANTIM;50;44741,01
202310;1;CE;51750;BANCO SICOOB;1;346,99
202310;1;CE;49906;BB;440;272241,86
202310;1;CE;30290;BMG;653;557523,42
202310;1;CE;10045;BRADESCO;940;672823,96
202310;1;CE;49944;BTG PACTUAL;1271;1013701,18
202310;1;CE;52072;C6 BANK;157;94982,17
202310;1;CE;51626;CAIXA ECONÔMICA FEDERAL;650;443127,80
202310;1;CE;51884;INTER;2901;2175019,37
202310;1;CE;10069;ITAU;556;423083,90
202310;1;CE;52058;NUBANK;4358;2868175,24
202310;1;CE;30379;SANTANDER;654;494368,51
202310;1;CE;51011;VOTORANTIM;50;42538,11
202310;1;DF;51750;BANCO SICOOB;8;3853,67
202310;1;DF;49906;BB;176;99406,44
202310;1;DF;30290;BMG;283;233126,84
202310;1;DF;10045;BRADESCO;152;101866,50
202310;1;DF;49944;BTG PACTUAL;488;370576,34
202310;1;DF;52072;C6 BANK;94;60462,42
202310;1;DF;51626;CAIXA ECONÔMICA FEDERAL;182;120859,27
202310;1;DF;694877;COOP SICOOB EXECUTIVO LTDA.;1;193,48
202310;1;DF;51884;INTER;1231;919481,94
202310;1;DF;10069;ITAU;262;202024,59
202310;1;DF;52058;NUBANK;1700;1099109,38
202310;1;DF;30379;SANTANDER;253;183782,30
202310;1;DF;51011;VOTORANTIM;8;8369,14
202310;1;ES;51750;BANCO SICOOB;25;24421,71
202310;1;ES;49906;BB;91;59510,26
202310;1;ES;30290;BMG;207;178410,31
202310;1;ES;10045;BRADESCO;133;92062,57
202310;1;ES;49944;BTG PACTUAL;358;279489,86
202310;1;ES;52072;C6 BANK;38;21979,84
202310;1;ES;51626;CAIXA ECONÔMICA FEDERAL;212;135907,08
202310;1;ES;51884;INTER;910;656947,54
202310;1;ES;10069;ITAU;220;158037,79
202310;1;ES;52058;NUBANK;1203;753007,43
202310;1;ES;30379;SANTANDER;240;188661,40
202310;1;ES;51011;VOTORANTIM;11;9591,39
202310;1;GO;51750;BANCO SICOOB;10;8290,70
202310;1;GO;49906;BB;148;83794,66
202310;1;GO;30290;BMG;340;279669,53
202310;1;GO;10045;BRADESCO;248;160870,67
202310;1;GO;49944;BTG PACTUAL;720;578710,69
202310;1;GO;52072;C6 BANK;94;64570,90
202310;1;GO;51626;CAIXA ECONÔMICA FEDERAL;316;182366,82
202310;1;GO;33579731;CCLA CENTRO-SUL GOIANO;2;1542,89
202310;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;1;610,26
202310;1;GO;51884;INTER;1417;1077774,46
202310;1;GO;10069;ITAU;437;307460,16
202310;1;GO;52058;NUBANK;2097;1295238,47
202310;1;GO;30379;SANTANDER;287;187280,64
202310;1;GO;51011;VOTORANTIM;17;14446,79
202310;1;MA;51750;BANCO SICOOB;2;967,11
202310;1;MA;49906;BB;278;138553,18
202310;1;MA;30290;BMG;217;178680,26
202310;1;MA;10045;BRADESCO;247;154734,49
202310;1;MA;49944;BTG PACTUAL;357;259380,94
202310;1;MA;52072;C6 BANK;54;33289,04
202310;1;MA;51626;CAIXA ECONÔMICA FEDERAL;213;142489,42
202310;1;MA;51884;INTER;868;616661,28
202310;1;MA;10069;ITAU;155;101596,14
202310;1;MA;52058;NUBANK;1615;961953,97
202310;1;MA;30379;SANTANDER;179;123560,77
202310;1;MA;51011;VOTORANTIM;10;8702,13
202310;1;MG;51750;BANCO SICOOB;55;48582,41
202310;1;MG;49906;BB;473;266785,01
202310;1;MG;30290;BMG;1499;1255161,01
202310;1;MG;10045;BRADESCO;861;594144,67
202310;1;MG;49944;BTG PACTUAL;1766;1403277,70
202310;1;MG;52072;C6 BANK;291;208631,54
202310;1;MG;51626;CAIXA ECONÔMICA FEDERAL;1046;679692,85
202310;1;MG;66398496;CC CREDIARA LTDA.;1;655,76
202310;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;1;235,04
202310;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;3;3120,36
202310;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;2;3108,08
202310;1;MG;51884;INTER;5947;4382392,64
202310;1;MG;10069;ITAU;1402;987505,30
202310;1;MG;52058;NUBANK;5411;3580211,40
202310;1;MG;30379;SANTANDER;962;658926,41
202310;1;MG;51011;VOTORANTIM;55;38897,94
202310;1;MS;51750;BANCO SICOOB;10;6140,77
202310;1;MS;49906;BB;160;100053,13
202310;1;MS;30290;BMG;255;222528,96
202310;1;MS;10045;BRADESCO;349;261701,52
202310;1;MS;49944;BTG PACTUAL;497;414140,65
202310;1;MS;52072;C6 BANK;74;53386,06
202310;1;MS;51626;CAIXA ECONÔMICA FEDERAL;279;202190,10
202310;1;MS;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;920,68
202310;1;MS;51884;INTER;857;650580,14
202310;1;MS;10069;ITAU;170;121829,23
202310;1;MS;52058;NUBANK;1655;1136106,69
202310;1;MS;30379;SANTANDER;250;182907,20
202310;1;MS;51011;VOTORANTIM;21;18831,57
202310;1;MT;51750;BANCO SICOOB;8;10952,23
202310;1;MT;49906;BB;140;95409,29
202310;1;MT;30290;BMG;181;144150,55
202310;1;MT;10045;BRADESCO;171;142507,54
202310;1;MT;49944;BTG PACTUAL;372;327697,24
202310;1;MT;52072;C6 BANK;60;47164,18
202310;1;MT;51626;CAIXA ECONÔMICA FEDERAL;110;95574,30
202310;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;2;3146,23
202310;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;2042,25
202310;1;MT;51884;INTER;637;535753,86
202310;1;MT;10069;ITAU;141;109349,09
202310;1;MT;52058;NUBANK;1119;812021,08
202310;1;MT;30379;SANTANDER;127;97888,97
202310;1;MT;3632872;SICOOB CREDISUL;3;2930,27
202310;1;MT;51011;VOTORANTIM;28;25947,39
202310;1;PA;51750;BANCO SICOOB;2;4210,09
202310;1;PA;49906;BB;220;112027,54
202310;1;PA;30290;BMG;288;218356,71
202310;1;PA;10045;BRADESCO;311;203849,67
202310;1;PA;49944;BTG PACTUAL;584;422152,23
202310;1;PA;52072;C6 BANK;77;48962,69
202310;1;PA;51626;CAIXA ECONÔMICA FEDERAL;268;148409,29
202310;1;PA;51884;INTER;1419;990695,68
202310;1;PA;10069;ITAU;304;218638,50
202310;1;PA;52058;NUBANK;2347;1380739,00
202310;1;PA;30379;SANTANDER;313;195321,98
202310;1;PA;51011;VOTORANTIM;28;19796,07
202310;1;PB;49906;BB;176;100653,27
202310;1;PB;30290;BMG;275;234480,52
202310;1;PB;10045;BRADESCO;326;226253,13
202310;1;PB;49944;BTG PACTUAL;473;370992,09
202310;1;PB;52072;C6 BANK;41;31662,77
202310;1;PB;51626;CAIXA ECONÔMICA FEDERAL;254;163477,30
202310;1;PB;51884;INTER;969;763444,29
202310;1;PB;10069;ITAU;169;120784,42
202310;1;PB;52058;NUBANK;1449;934532,53
202310;1;PB;30379;SANTANDER;183;135593,90
202310;1;PB;51011;VOTORANTIM;14;8726,31
202310;1;PE;51750;BANCO SICOOB;4;4430,54
202310;1;PE;49906;BB;329;202590,86
202310;1;PE;30290;BMG;556;449393,40
202310;1;PE;10045;BRADESCO;642;443175,98
202310;1;PE;49944;BTG PACTUAL;924;690390,19
202310;1;PE;52072;C6 BANK;124;82795,71
202310;1;PE;51626;CAIXA ECONÔMICA FEDERAL;568;379061,04
202310;1;PE;4174720;CC SICOOB COOPEMAR;1;2256,10
202310;1;PE;51884;INTER;2108;1502692,80
202310;1;PE;10069;ITAU;606;435767,77
202310;1;PE;52058;NUBANK;3078;2013849,45
202310;1;PE;30379;SANTANDER;574;382190,33
202310;1;PE;51011;VOTORANTIM;27;23210,51
202310;1;PI;51750;BANCO SICOOB;2;685,98
202310;1;PI;49906;BB;252;158765,14
202310;1;PI;30290;BMG;182;151407,04
202310;1;PI;10045;BRADESCO;168;135797,26
202310;1;PI;49944;BTG PACTUAL;341;271335,62
202310;1;PI;52072;C6 BANK;50;37367,48
202310;1;PI;51626;CAIXA ECONÔMICA FEDERAL;205;175853,37
202310;1;PI;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;1039,09
202310;1;PI;51884;INTER;752;631788,24
202310;1;PI;10069;ITAU;115;76534,93
202310;1;PI;52058;NUBANK;1366;1029254,84
202310;1;PI;30379;SANTANDER;125;101150,92
202310;1;PI;51011;VOTORANTIM;12;7359,87
202310;1;PR;51750;BANCO SICOOB;25;15174,91
202310;1;PR;49906;BB;204;124352,97
202310;1;PR;30290;BMG;519;422843,88
202310;1;PR;10045;BRADESCO;492;313558,60
202310;1;PR;49944;BTG PACTUAL;1069;836014,00
202310;1;PR;52072;C6 BANK;228;144277,00
202310;1;PR;51626;CAIXA ECONÔMICA FEDERAL;461;303306,53
202310;1;PR;2466552;CC SICOOB VALE SUL;5;5849,06
202310;1;PR;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;678,62
202310;1;PR;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;514,63
202310;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;880,99
202310;1;PR;78862083;COOP NOVOS CAMPOS;1;1011,52
202310;1;PR;51884;INTER;1912;1442084,39
202310;1;PR;10069;ITAU;757;524318,48
202310;1;PR;52058;NUBANK;3157;2046425,94
202310;1;PR;30379;SANTANDER;475;310024,43
202310;1;PR;3632872;SICOOB CREDISUL;1;384,35
202310;1;PR;51011;VOTORANTIM;23;20431,05
202310;1;RJ;51750;BANCO SICOOB;16;12502,81
202310;1;RJ;49906;BB;474;253832,70
202310;1;RJ;30290;BMG;1301;1004922,11
202310;1;RJ;10045;BRADESCO;1732;1133206,68
202310;1;RJ;49944;BTG PACTUAL;2599;1943221,28
202310;1;RJ;52072;C6 BANK;589;383008,60
202310;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;1233;782033,77
202310;1;RJ;51884;INTER;5458;3926225,74
202310;1;RJ;10069;ITAU;3246;2116330,50
202310;1;RJ;52058;NUBANK;9343;5631137,34
202310;1;RJ;30379;SANTANDER;2206;1436667,85
202310;1;RJ;51011;VOTORANTIM;79;60321,99
202310;1;RN;51750;BANCO SICOOB;1;532,19
202310;1;RN;49906;BB;204;118482,00
202310;1;RN;30290;BMG;211;177527,55
202310;1;RN;10045;BRADESCO;196;134249,98
202310;1;RN;49944;BTG PACTUAL;397;283737,29
202310;1;RN;52072;C6 BANK;57;36966,00
202310;1;RN;51626;CAIXA ECONÔMICA FEDERAL;176;123505,79
202310;1;RN;51884;INTER;841;629322,85
202310;1;RN;10069;ITAU;147;105843,43
202310;1;RN;52058;NUBANK;1209;795864,92
202310;1;RN;30379;SANTANDER;149;105816,79
202310;1;RN;51011;VOTORANTIM;16;13220,52
202310;1;RO;51750;BANCO SICOOB;5;5749,39
202310;1;RO;49906;BB;99;62189,23
202310;1;RO;30290;BMG;100;87100,79
202310;1;RO;10045;BRADESCO;112;87657,84
202310;1;RO;49944;BTG PACTUAL;217;200915,51
202310;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;9;8377,64
202310;1;RO;52072;C6 BANK;27;13996,08
202310;1;RO;51626;CAIXA ECONÔMICA FEDERAL;98;69812,95
202310;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;1;278,39
202310;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;37;49410,47
202310;1;RO;51884;INTER;401;349917,25
202310;1;RO;10069;ITAU;78;59499,17
202310;1;RO;52058;NUBANK;965;689892,16
202310;1;RO;30379;SANTANDER;104;83663,71
202310;1;RO;5203605;SICOOB AMAZÔNIA;1;603,07
202310;1;RO;3632872;SICOOB CREDISUL;10;9202,29
202310;1;RO;51011;VOTORANTIM;11;9937,55
202310;1;RR;49906;BB;27;12894,17
202310;1;RR;30290;BMG;24;17319,21
202310;1;RR;10045;BRADESCO;9;5619,19
202310;1;RR;49944;BTG PACTUAL;37;26060,59
202310;1;RR;52072;C6 BANK;7;6225,41
202310;1;RR;51626;CAIXA ECONÔMICA FEDERAL;23;15275,65
202310;1;RR;51884;INTER;99;72965,43
